/Gamma,1,963
/Delta,2,960
/Theta,3,977
/Lambda,4,966
/Xi,5,979
/Pi,6,972
/Sigma,7,975
/Upsilon,8,978
/Phi,9,971
/Psi,10,973
/Omega,11,969
/.notdef,12,1
/.notdef,13,1
/.notdef,14,1
/.notdef,15,1
/.notdef,16,1
/dotlessi.sc,17,201
/dotlessj.sc,18,204
/grave,19,265
/acute,20,2
/caron,21,13
/breve,22,7
/macron,23,10
/ring,24,11
/cedilla,25,15
/germandbls.sc,26,506
/ae.sc,27,230
/oe.sc,28,231
/oslash.sc,29,234
/AE,30,121
/OE,31,108
/Oslash,32,134
/space,33,1568
/exclam,34,25
/quotedblright,35,112
/numbersign,36,26
/dollar.oldstyle,37,248
/percent,38,28
/ampersand,39,29
/quoteright,40,110
/parenleft,41,1144
/parenright,42,1145
/asterisk,43,1235
/plus,44,1271
/comma,45,30
/hyphen,46,31
/period,47,32
/slash,48,1325
/zero.taboldstyle,49,172
/one.taboldstyle,50,173
/two.taboldstyle,51,174
/three.taboldstyle,52,175
/four.taboldstyle,53,176
/five.taboldstyle,54,177
/six.taboldstyle,55,178
/seven.taboldstyle,56,179
/eight.taboldstyle,57,180
/nine.taboldstyle,58,181
/colon,59,43
/semicolon,60,44
/exclamdown,61,486
/equal,62,1414
/questiondown,63,697
/question,64,45
/at,65,46
/A,66,48
/B,67,49
/C,68,50
/D,69,51
/E,70,52
/F,71,53
/G,72,54
/H,73,55
/I,74,56
/J,75,57
/K,76,58
/L,77,59
/M,78,60
/N,79,61
/O,80,62
/P,81,63
/Q,82,64
/R,83,65
/S,84,66
/T,85,67
/U,86,68
/V,87,69
/W,88,70
/X,89,71
/Y,90,72
/Z,91,73
/bracketleft,92,1150
/backslash,93,1326
/bracketright,94,1151
/circumflex,95,4
/dotaccent,96,9
/quoteleft,97,109
/a.sc,98,189
/b.sc,99,191
/c.sc,100,192
/d.sc,101,194
/e.sc,102,195
/f.sc,103,197
/g.sc,104,198
/h.sc,105,199
/i.sc,106,200
/j.sc,107,203
/k.sc,108,205
/l.sc,109,206
/m.sc,110,208
/n.sc,111,209
/o.sc,112,211
/p.sc,113,213
/q.sc,114,214
/r.sc,115,215
/s.sc,116,216
/t.sc,117,218
/u.sc,118,220
/v.sc,119,222
/w.sc,120,223
/x.sc,121,224
/y.sc,122,225
/z.sc,123,226
/endash,124,113
/emdash,125,114
/hungarumlaut,126,12
/tilde,127,14
/dieresis,128,6
/ellipsis,129,1285
/dagger,130,106
/daggerdbl,131,107
/bullet,132,1278
/sterling,133,162
/paragraph,134,125
/Euro,135,102
/.notdef,136,1
/trademark,137,865
/copyright,138,868
/registered,139,871
/.notdef,140,1
/.notdef,141,1
/perthousand,142,183
/guilsinglleft,143,159
/guilsinglright,144,158
/pi,145,1000
/.notdef,146,1
/.notdef,147,1
/.notdef,148,1
/.notdef,149,1
/.notdef,150,1
/lozenge,151,1302
/florin,152,160
/Agrave,153,381
/.notdef,154,1
/quotesinglbase,155,157
/.notdef,156,1
/hyphen.alt,157,919
/ogonek,158,16
/guillemotleft,159,122
/guillemotright,160,130
/.notdef,161,1
/Aogonek,162,118
/.notdef,163,1
/Lslash,164,116
/currency,165,117
/Lcaron,166,584
/Sacute,167,719
/section,168,119
/.notdef,169,1
/Scaron,170,722
/Scommaaccent,171,728
/Tcaron,172,735
/Zacute,173,852
/.notdef,174,1
/Zcaron,175,855
/Zdotaccent,176,858
/degree,177,123
/aogonek.sc,178,190
/.notdef,179,1
/lslash.sc,180,207
/.notdef,181,1
/lcaron.sc,182,586
/sacute.sc,183,721
/.notdef,184,1
/agrave.sc,185,383
/scaron.sc,186,724
/scommaaccent.sc,187,730
/tcaron.sc,188,737
/zacute.sc,189,854
/tcommaaccent.sc,190,740
/zcaron.sc,191,857
/zdotaccent.sc,192,860
/Racute,193,698
/Aacute,194,327
/Acircumflex,195,351
/Abreve,196,330
/Adieresis,197,372
/Lacute,198,581
/Cacute,199,402
/Ccedilla,200,131
/Ccaron,201,405
/Eacute,202,426
/Eogonek,203,132
/Edieresis,204,456
/Ecaron,205,432
/Iacute,206,522
/Icircumflex,207,534
/Dcaron,208,417
/Eth,209,133
/Nacute,210,605
/Ncaron,211,608
/Oacute,212,623
/Ocircumflex,213,632
/Ohungarumlaut,214,680
/Odieresis,215,653
/multiply,216,1293
/Rcaron,217,701
/Uring,218,813
/Uacute,219,753
/Uhungarumlaut,220,807
/Udieresis,221,771
/Yacute,222,831
/Tcommaaccent,223,738
/.notdef,224,1
/racute.sc,225,700
/aacute.sc,226,329
/acircumflex.sc,227,353
/abreve.sc,228,332
/adieresis.sc,229,374
/lacute.sc,230,583
/cacute.sc,231,404
/ccedilla.sc,232,193
/ccaron.sc,233,407
/eacute.sc,234,428
/eogonek.sc,23,196
/edieresis.sc,236,458
/ecaron.sc,237,434
/iacute.sc,238,526
/icircumflex.sc,239,536
/dcaron.sc,240,419
/eth.sc,241,233
/nacute.sc,242,607
/ncaron.sc,243,610
/oacute.sc,244,625
/ocircumflex.sc,245,634
/ohungarumlaut.sc,246,682
/odieresis.sc,247,655
/divide,248,1276
/rcaron.sc,249,703
/uring.sc,250,815
/uacute.sc,251,755
/uhungarumlaut.sc,252,809
/udieresis.sc,253,773
/yacute.sc,254,833
/quotedblbase,255,105
/quotedblleft,256,111
